City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,bikenibeu village,1.3673,173.1241,30.98,74,40,2.57,KI,Jun  8 2023
291,wynyard,-41.0,145.7167,13.32,88,28,5.31,AU,Jun  8 2023
292,wailua homesteads,22.0669,-159.378,26.44,79,20,5.14,US,Jun  8 2023
293,dongola,19.1667,30.4833,33.49,30,62,6.9,SD,Jun  8 2023
294,tura,25.5198,90.2201,28.54,69,100,1.45,IN,Jun  8 2023
295,mabai,23.0128,104.4508,22.48,79,95,1.01,CN,Jun  8 2023
296,tangalle,6.024,80.7911,32.09,63,76,7.36,LK,Jun  8 2023
297,sinabang,2.4803,96.3801,29.89,65,87,1.6,ID,Jun  8 2023
298,ugbokpo,7.6565,7.8664,23.19,93,93,2.39,NG,Jun  8 2023
299,haiku-pauwela,20.9219,-156.3051,26.01,66,40,5.66,US,Jun  8 2023
300,aripuana,-9.1667,-60.6333,23.31,92,99,0.28,BR,Jun  8 2023
301,tabas,33.5959,56.9244,32.04,20,100,2.79,IR,Jun  8 2023
302,itaituba,-4.2761,-55.9836,23.63,88,68,0.75,BR,Jun  8 2023
303,maceio,-9.6658,-35.7353,23.69,100,75,2.06,BR,Jun  8 2023
304,polyarnyy,69.1989,33.4478,5.34,68,40,2.96,RU,Jun  8 2023
305,bethlehem,-1.4558,-48.5044,25.02,94,75,0.0,BR,Jun  8 2023
306,nuuk,64.1835,-51.7216,0.34,80,100,4.12,GL,Jun  8 2023
307,kone,-21.0595,164.8658,24.03,54,32,4.31,NC,Jun  8 2023
308,acarau,-2.8856,-40.12,24.89,89,0,5.15,BR,Jun  8 2023
309,imbituba,-28.24,-48.6703,19.92,65,12,1.45,BR,Jun  8 2023
310,korhogo,9.45,-5.6333,22.68,88,54,3.04,CI,Jun  8 2023
311,ishigaki,24.3448,124.1572,30.07,74,40,6.17,JP,Jun  8 2023
312,ciudad insurgentes,25.2625,-111.7753,16.01,83,62,4.72,MX,Jun  8 2023
313,balabac,7.9868,117.0645,30.62,64,25,3.13,PH,Jun  8 2023
314,usinsk,65.9939,57.5281,5.7,51,79,4.46,RU,Jun  8 2023
315,inari,68.906,27.0288,6.11,57,86,4.04,FI,Jun  8 2023
316,cartagena,10.3997,-75.5144,28.79,84,40,1.54,CO,Jun  8 2023
317,fort st. john,56.2499,-120.8529,21.94,26,20,2.57,CA,Jun  8 2023
318,letlhakeng,-24.0944,25.0298,13.54,50,7,3.16,BW,Jun  8 2023
319,nurabad,34.0734,47.9725,21.81,37,7,1.54,IR,Jun  8 2023
320,dingli,35.8614,14.3822,18.23,72,0,1.03,MT,Jun  8 2023
321,tlalixtac de cabrera,17.0667,-96.65,19.83,77,52,0.55,MX,Jun  8 2023
322,arraial do cabo,-22.9661,-42.0278,19.87,86,0,6.09,BR,Jun  8 2023
323,sinan,34.8262,126.1086,27.06,78,79,7.44,KR,Jun  8 2023
324,port-saint-louis-du-rhone,43.3833,4.8,19.13,94,75,2.06,FR,Jun  8 2023
325,tambopata,-12.7333,-69.1833,23.2,86,55,0.46,PE,Jun  8 2023
326,myrina,39.8797,25.0742,18.58,77,20,6.17,GR,Jun  8 2023
327,constitucion,-35.3333,-72.4167,12.71,86,96,4.1,CL,Jun  8 2023
328,elassona,39.8947,22.1886,16.63,62,100,0.18,GR,Jun  8 2023
329,mana,5.6592,-53.7767,24.76,91,97,3.2,GF,Jun  8 2023
330,acapulco de juarez,16.8634,-99.8901,28.9,70,0,1.03,MX,Jun  8 2023
331,pocoes,-14.5297,-40.3653,16.44,95,57,2.38,BR,Jun  8 2023
332,babo-pangulo,15.0833,120.5167,34.1,59,75,2.06,PH,Jun  8 2023
333,daru,-9.0763,143.2092,26.13,88,99,8.06,PG,Jun  8 2023
334,qionghai,19.2425,110.4642,32.2,64,82,1.48,CN,Jun  8 2023
335,markovo,57.3206,107.0881,24.45,31,5,1.78,RU,Jun  8 2023
336,igarka,67.4667,86.5833,17.31,54,98,4.85,RU,Jun  8 2023
337,eqbaliyeh,35.3022,51.5358,24.9,38,100,4.97,IR,Jun  8 2023
338,ta`u,-14.2336,-169.5144,27.09,81,74,6.75,AS,Jun  8 2023
339,tofol,5.3248,163.0078,29.04,75,100,4.12,FM,Jun  8 2023
340,sandnessjoen,66.0217,12.6316,5.29,93,75,3.09,NO,Jun  8 2023
341,ola,59.5833,151.2833,20.08,77,12,4.14,RU,Jun  8 2023
342,chenzhou,25.8,113.0333,28.85,76,80,0.85,CN,Jun  8 2023
343,az zawr,29.4425,48.2747,38.3,49,0,2.64,KW,Jun  8 2023
344,georgetown,5.4112,100.3354,31.97,65,20,4.12,MY,Jun  8 2023
345,hithadhoo,-0.6,73.0833,28.6,68,40,1.29,MV,Jun  8 2023
346,beberibe,-4.1797,-38.1306,24.41,91,15,5.01,BR,Jun  8 2023
347,altamont,42.2068,-121.7372,15.91,61,75,9.77,US,Jun  8 2023
348,gufeng,26.9083,118.9819,22.9,93,99,1.14,CN,Jun  8 2023
349,al wajh,26.2455,36.4525,27.97,61,0,0.0,SA,Jun  8 2023
350,constantia,44.1833,28.65,16.5,63,93,2.86,RO,Jun  8 2023
351,tshabong,-26.05,22.45,12.08,18,3,4.12,BW,Jun  8 2023
352,cidreira,-30.1811,-50.2056,18.49,78,70,2.47,BR,Jun  8 2023
353,amga,60.8953,131.9608,22.19,37,20,2.52,RU,Jun  8 2023
354,darwin,-12.4611,130.8418,32.99,49,40,5.66,AU,Jun  8 2023
355,xinqing,48.2333,129.5,19.86,57,87,4.68,CN,Jun  8 2023
356,kuala tungkal,-0.8167,103.4667,27.77,80,90,3.81,ID,Jun  8 2023
357,cabedelo,-6.9811,-34.8339,24.37,85,28,3.72,BR,Jun  8 2023
358,weyburn,49.6668,-103.8511,19.12,82,34,9.26,CA,Jun  8 2023
359,tibati,6.4667,12.6333,17.9,97,100,0.07,CM,Jun  8 2023
360,manismata,-2.4667,111.0333,29.95,71,86,1.26,ID,Jun  8 2023
361,chibougamau,49.9168,-74.3659,11.79,71,100,2.06,CA,Jun  8 2023
362,yenangyaung,20.4667,94.8833,33.55,47,66,4.35,MM,Jun  8 2023
363,berezovyy,51.6667,135.7,20.15,59,89,2.16,RU,Jun  8 2023
364,pashkovskiy,45.0231,39.1061,19.0,68,0,5.0,RU,Jun  8 2023
365,nan,18.8333,100.6667,30.01,66,20,2.06,TH,Jun  8 2023
366,neiafu,-18.65,-173.9833,22.38,94,75,5.14,TO,Jun  8 2023
367,murzuq,25.9155,13.9184,24.09,41,49,6.93,LY,Jun  8 2023
368,axim,4.8699,-2.2405,24.76,90,100,2.51,GH,Jun  8 2023
369,redencao,-4.2258,-38.7306,22.79,95,25,1.23,BR,Jun  8 2023
370,sabaudia,41.3003,13.0282,19.56,97,99,1.71,IT,Jun  8 2023
371,holdrege,40.4403,-99.3698,23.6,56,0,0.0,US,Jun  8 2023
372,madalena,41.2162,-8.3345,18.32,86,19,1.82,PT,Jun  8 2023
373,lannion,48.75,-3.4167,14.82,96,100,0.45,FR,Jun  8 2023
374,york beach,43.1717,-70.6089,12.63,89,86,0.45,US,Jun  8 2023
375,bouca,6.5105,18.2733,21.44,91,82,0.79,CF,Jun  8 2023
376,hammerfest,70.6634,23.6821,3.25,87,75,2.57,NO,Jun  8 2023
377,kendari,-3.945,122.4989,29.96,61,51,2.05,ID,Jun  8 2023
378,tidjikja,18.5564,-11.4271,29.62,19,2,4.95,MR,Jun  8 2023
379,torrington,41.8007,-73.1212,14.1,86,98,1.53,US,Jun  8 2023
380,fisterra,42.9049,-9.2629,18.75,86,52,7.09,ES,Jun  8 2023
381,robit,12.0167,39.6333,24.36,44,61,0.77,ET,Jun  8 2023
382,sant lluis,39.8526,4.2594,20.22,94,20,1.54,ES,Jun  8 2023
383,dunedin,-45.8742,170.5036,7.67,73,2,1.34,NZ,Jun  8 2023
384,idri,27.5,13.2667,23.13,43,87,5.17,LY,Jun  8 2023
385,polva,58.0603,27.0694,10.01,58,8,1.85,EE,Jun  8 2023
386,akjoujt,19.6969,-14.4164,27.99,50,86,6.63,MR,Jun  8 2023
387,port alfred,-33.5906,26.891,14.99,61,3,2.91,ZA,Jun  8 2023
388,kuala terengganu,5.3302,103.1408,31.97,66,20,2.57,MY,Jun  8 2023
389,fort mcmurray,56.7268,-111.381,20.73,34,100,3.09,CA,Jun  8 2023
390,hilo,19.7297,-155.09,25.85,81,0,2.57,US,Jun  8 2023
391,onguday,50.75,86.15,26.85,36,100,1.82,RU,Jun  8 2023
392,nemuro,43.3236,145.575,13.1,93,61,4.93,JP,Jun  8 2023
393,uravakonda,14.95,77.2667,31.37,43,99,5.2,IN,Jun  8 2023
394,taungdwingyi,20.0167,95.55,33.82,44,86,4.8,MM,Jun  8 2023
395,machico,32.7,-16.7667,21.51,85,20,3.6,PT,Jun  8 2023
396,saynshand,44.8824,110.1163,24.25,16,71,8.76,MN,Jun  8 2023
397,suva,-18.1416,178.4415,22.71,94,75,3.09,FJ,Jun  8 2023
398,altai,46.3722,96.2583,21.84,21,1,3.61,MN,Jun  8 2023
399,zhongxiang,31.1661,112.5831,32.7,37,71,0.99,CN,Jun  8 2023
400,boyolangu,-8.1181,111.8935,28.02,74,91,3.99,ID,Jun  8 2023
401,guanare,9.0418,-69.7421,25.01,88,69,0.51,VE,Jun  8 2023
402,oppdal,62.5943,9.6912,5.73,82,100,2.45,NO,Jun  8 2023
403,boden,65.8252,21.6886,9.0,57,69,4.66,SE,Jun  8 2023
404,ceelbuur,4.685,46.6176,26.78,70,90,8.43,SO,Jun  8 2023
405,lorengau,-2.0226,147.2712,29.83,67,56,2.22,PG,Jun  8 2023
406,prince rupert,54.3161,-130.3201,15.05,83,0,2.06,CA,Jun  8 2023
407,adrar,20.5022,-10.0711,28.45,27,11,3.8,MR,Jun  8 2023
408,sosnogorsk,63.6023,53.8817,8.62,45,99,2.11,RU,Jun  8 2023
409,jatoba,-9.1831,-38.2689,20.99,96,70,3.65,BR,Jun  8 2023
410,kapa'a,22.0752,-159.319,27.18,79,20,5.14,US,Jun  8 2023
411,north battleford,52.7834,-108.2847,18.05,72,0,2.57,CA,Jun  8 2023
412,tvoroyri,61.5556,-6.8111,8.96,89,100,3.83,FO,Jun  8 2023
413,cuito,-12.3833,16.9333,11.05,50,2,0.34,AO,Jun  8 2023
414,berdigestyakh,62.0989,126.6992,19.06,26,99,3.35,RU,Jun  8 2023
415,bougouni,11.417,-7.479,26.26,73,96,3.2,ML,Jun  8 2023
416,hwange,-18.3693,26.5019,14.71,65,0,1.0,ZW,Jun  8 2023
417,takoradi,4.8845,-1.7554,24.76,89,100,1.83,GH,Jun  8 2023
418,nouadhibou,20.931,-17.0347,21.99,94,100,3.6,MR,Jun  8 2023
419,abatskoye,56.2875,70.4555,14.12,81,100,6.62,RU,Jun  8 2023
420,mariehamn,60.0973,19.9348,11.92,76,0,1.03,AX,Jun  8 2023
421,rosetta,31.4044,30.4164,23.8,73,100,5.88,EG,Jun  8 2023
422,lethem,3.3803,-59.7968,23.97,91,100,3.09,GY,Jun  8 2023
423,katsuren-haebaru,26.3369,127.8719,31.43,62,40,6.69,JP,Jun  8 2023
424,chonchi,-42.6128,-73.8092,12.56,88,100,7.8,CL,Jun  8 2023
425,madang,-5.2246,145.7966,29.39,74,100,3.09,PG,Jun  8 2023
426,prachuap khiri khan,12.2167,99.75,27.29,69,100,3.92,TH,Jun  8 2023
427,bim son,20.0781,105.8603,33.62,57,100,1.12,VN,Jun  8 2023
428,portland,45.5234,-122.6762,24.23,62,40,2.06,US,Jun  8 2023
429,turpan,42.9333,89.1667,42.43,6,84,1.56,CN,Jun  8 2023
430,camacupa,-12.0167,17.4833,11.43,53,5,1.83,AO,Jun  8 2023
431,portrush,55.1959,-6.6493,9.44,92,65,3.51,GB,Jun  8 2023
432,tamanrasset,22.785,5.5228,22.95,14,0,1.54,DZ,Jun  8 2023
433,beaufort west,-32.3567,22.583,11.37,73,44,8.36,ZA,Jun  8 2023
434,el porvenir,13.7617,-87.3458,23.63,94,86,0.58,HN,Jun  8 2023
435,bogale,16.2833,95.4,27.27,76,99,4.74,MM,Jun  8 2023
436,magong,23.5654,119.5863,27.91,83,28,4.03,TW,Jun  8 2023
437,voznesenskaya,44.5527,41.0318,16.9,77,81,5.19,RU,Jun  8 2023
438,wickenburg,33.9686,-112.7296,24.83,18,1,2.69,US,Jun  8 2023
439,qala i naw,34.9874,63.1289,28.06,21,2,4.02,AF,Jun  8 2023
440,ust'-ilimsk,58.0006,102.6619,28.39,29,51,1.71,RU,Jun  8 2023
441,sipalay,9.75,122.5,30.09,72,98,4.94,PH,Jun  8 2023
442,ndele,8.4109,20.6473,21.98,90,100,1.03,CF,Jun  8 2023
443,afaahiti,-17.75,-149.2833,26.7,66,92,9.14,PF,Jun  8 2023
444,malpica,43.3228,-8.8105,18.46,73,69,2.32,ES,Jun  8 2023
445,leava,-14.3,-178.1667,27.75,72,92,1.93,WF,Jun  8 2023
446,cannonvale,-20.2833,148.7,21.66,62,67,4.87,AU,Jun  8 2023
447,agryz,56.5203,52.9942,10.44,88,99,4.81,RU,Jun  8 2023
448,kinkala,-4.3614,14.7644,19.01,98,37,1.24,CG,Jun  8 2023
449,laguna,38.421,-121.4238,19.08,69,100,5.66,US,Jun  8 2023
450,xi'an,34.2583,108.9286,29.45,26,100,1.24,CN,Jun  8 2023
451,alofi,-19.0595,-169.9187,22.94,94,100,2.06,NU,Jun  8 2023
452,visby,57.6409,18.296,14.12,72,0,2.06,SE,Jun  8 2023
453,puerto aysen,-45.4,-72.7,5.82,100,100,0.97,CL,Jun  8 2023
454,kununurra,-15.7667,128.7333,32.99,35,32,5.14,AU,Jun  8 2023
455,rudbar,30.15,62.6,36.26,10,51,5.48,AF,Jun  8 2023
456,port saint john's,-31.6229,29.5448,17.67,53,0,2.46,ZA,Jun  8 2023
457,mount gambier,-37.8333,140.7667,13.07,80,63,6.21,AU,Jun  8 2023
458,huntley,42.1681,-88.4281,14.04,60,0,3.7,US,Jun  8 2023
459,mili,6.0815,171.735,28.55,80,41,7.27,MH,Jun  8 2023
460,groningen,53.25,6.75,12.24,86,100,3.09,NL,Jun  8 2023
461,crane,31.3974,-102.3501,22.12,54,100,4.08,US,Jun  8 2023
462,klyuchi,52.2667,79.1667,32.98,21,36,3.19,RU,Jun  8 2023
463,olyokminsk,60.3736,120.4264,16.14,56,100,4.31,RU,Jun  8 2023
464,santa cruz,-17.8,-63.1667,21.7,94,40,0.0,BO,Jun  8 2023
465,labrador city,52.9463,-66.9114,3.95,93,100,4.63,CA,Jun  8 2023
466,ambalangoda,6.2355,80.0538,28.81,79,81,6.59,LK,Jun  8 2023
467,kalmunai,7.4167,81.8167,31.4,60,98,1.01,LK,Jun  8 2023
468,ladhewala waraich,32.1566,74.117,29.06,25,56,1.24,PK,Jun  8 2023
469,auki,-8.7676,160.7034,27.21,82,53,1.16,SB,Jun  8 2023
470,saiha,22.4833,92.9667,29.46,64,92,1.73,IN,Jun  8 2023
471,dukhovnitskoye,52.4828,48.2137,16.37,68,36,2.58,RU,Jun  8 2023
472,gaalkacyo,6.7697,47.4308,26.51,62,100,8.44,SO,Jun  8 2023
473,tuxpan,19.55,-103.4,21.41,92,8,0.83,MX,Jun  8 2023
474,marsh harbour,26.5412,-77.0636,26.88,76,3,6.14,BS,Jun  8 2023
475,abu jibeha,11.4562,31.2285,27.7,54,40,2.63,SD,Jun  8 2023
476,pelabuhanratu,-6.9875,106.5514,30.4,67,100,1.9,ID,Jun  8 2023
477,port augusta,-32.5,137.7667,18.55,43,10,8.87,AU,Jun  8 2023
478,san antonio de pale,-1.4014,5.6325,24.83,77,94,6.71,GQ,Jun  8 2023
479,otsuchi,39.3667,141.9,20.96,72,100,3.79,JP,Jun  8 2023
480,manokwari,-0.8667,134.0833,28.82,71,10,3.36,ID,Jun  8 2023
481,christchurch,-43.5333,172.6333,9.62,79,75,3.09,NZ,Jun  8 2023
482,naze,28.3667,129.4833,26.51,84,100,7.4,JP,Jun  8 2023
483,saint-philippe,-21.3585,55.7679,23.77,78,63,4.75,RE,Jun  8 2023
484,sao jose da coroa grande,-8.8978,-35.1478,24.6,87,53,3.28,BR,Jun  8 2023
485,alesund,62.4723,6.1549,10.42,77,75,5.14,NO,Jun  8 2023
486,collie,-33.3667,116.15,16.77,57,55,2.38,AU,Jun  8 2023
487,villa maria grande,-31.6656,-59.9018,18.2,92,76,3.35,AR,Jun  8 2023
488,cockburn town,21.4612,-71.1419,28.46,83,58,8.77,TC,Jun  8 2023
489,luanda,-8.8368,13.2343,22.0,88,75,0.51,AO,Jun  8 2023
490,fuerte olimpo,-21.0415,-57.8738,18.21,63,0,2.37,PY,Jun  8 2023
491,orsa,54.5153,30.4053,16.09,76,42,0.55,BY,Jun  8 2023
492,fort bragg,35.139,-79.006,17.85,95,100,2.57,US,Jun  8 2023
493,capayan,-28.761,-66.0502,17.11,77,0,1.23,AR,Jun  8 2023
494,dolni chiflik,42.9833,27.7167,19.12,99,8,1.72,BG,Jun  8 2023
495,smara,26.7384,-11.6719,25.83,80,65,6.56,EH,Jun  8 2023
496,la cocha,-27.7773,-65.5704,19.81,77,79,0.79,AR,Jun  8 2023
497,vynohradiv,48.15,22.7667,16.14,84,58,1.66,UA,Jun  8 2023
498,gisborne,-38.6533,178.0042,13.68,74,4,5.44,NZ,Jun  8 2023
499,tahoua,14.8888,5.2692,28.7,56,67,7.32,NE,Jun  8 2023
500,xinyuan,37.3,99.0,14.33,34,59,2.19,CN,Jun  8 2023
501,cadale,2.7603,46.3222,27.21,77,90,8.05,SO,Jun  8 2023
502,paraparaumu,-40.9167,175.0167,12.75,77,11,2.04,NZ,Jun  8 2023
503,carnarvon,-24.8667,113.6333,21.62,36,0,4.39,AU,Jun  8 2023
504,konarka,19.9,86.1167,33.22,53,57,5.0,IN,Jun  8 2023
505,guangzhou,23.1167,113.25,29.97,53,67,3.46,CN,Jun  8 2023
506,zagora,30.3484,-5.8365,25.31,45,93,3.11,MA,Jun  8 2023
507,mabaruma,8.2,-59.7833,23.81,94,41,1.39,GY,Jun  8 2023
508,kingscliff,-28.2667,153.5667,22.07,64,2,4.63,AU,Jun  8 2023
509,mokhsogollokh,61.4681,128.9203,21.22,29,22,2.81,RU,Jun  8 2023
510,pakruojis,55.9667,23.8667,13.44,69,0,1.52,LT,Jun  8 2023
511,aral,40.5156,81.2636,33.78,9,100,0.81,CN,Jun  8 2023
512,briancon,44.9,6.65,12.57,89,93,0.19,FR,Jun  8 2023
513,villa la venta,18.1,-94.05,26.53,86,3,1.31,MX,Jun  8 2023
514,sinop,41.7711,34.8709,18.86,71,13,1.11,TR,Jun  8 2023
515,bel ombre,-4.6167,55.4167,28.91,74,40,6.17,SC,Jun  8 2023
516,akobo,7.4344,3.9497,22.75,94,40,2.06,NG,Jun  8 2023
517,oyama,36.3,139.8,29.21,35,100,3.35,JP,Jun  8 2023
518,pacific grove,36.6177,-121.9166,15.23,84,100,2.57,US,Jun  8 2023
519,tampakan,6.4442,124.9264,31.48,65,30,1.28,PH,Jun  8 2023
520,callaway,30.153,-85.5699,25.55,78,20,3.6,US,Jun  8 2023
521,chicoana,-25.1009,-65.5331,15.59,79,78,1.41,AR,Jun  8 2023
522,lompoc,34.6391,-120.4579,16.55,93,0,2.57,US,Jun  8 2023
523,kovel,51.2153,24.7087,13.92,89,93,2.93,UA,Jun  8 2023
524,nagqu,31.5,92.0,14.53,26,12,4.2,CN,Jun  8 2023
525,nuku'alofa,-21.1333,-175.2,20.19,94,100,2.57,TO,Jun  8 2023
526,mahanoro,-19.9,48.8,21.9,90,10,1.75,MG,Jun  8 2023
527,gubat,12.9206,124.1231,30.38,68,33,0.78,PH,Jun  8 2023
528,afgooye,2.1381,45.1212,26.45,75,65,6.84,SO,Jun  8 2023
529,miles city,46.4083,-105.8406,19.54,82,0,3.6,US,Jun  8 2023
530,tema,5.667,-0.0166,25.23,94,0,2.57,GH,Jun  8 2023
531,inirida,3.8653,-67.9239,22.87,96,99,0.4,CO,Jun  8 2023
532,kikwit,-5.041,18.8162,21.15,97,55,0.48,CD,Jun  8 2023
533,jinan,36.6683,116.9972,31.92,9,0,3.96,CN,Jun  8 2023
534,haverfordwest,51.8017,-4.9691,12.53,85,76,0.45,GB,Jun  8 2023
535,kirensk,57.7853,108.1119,23.75,34,18,1.59,RU,Jun  8 2023
536,sabang,5.8933,95.3214,28.6,74,100,7.82,ID,Jun  8 2023
537,amahai,-3.3333,128.9167,28.51,74,71,1.81,ID,Jun  8 2023
538,korla,41.7597,86.1469,34.01,11,100,2.72,CN,Jun  8 2023
539,deyang,31.1302,104.382,32.63,35,98,1.32,CN,Jun  8 2023
540,carmo do paranaiba,-19.0008,-46.3161,9.86,89,0,0.85,BR,Jun  8 2023
541,kruisfontein,-34.0033,24.7314,11.36,72,26,3.33,ZA,Jun  8 2023
542,vallenar,-28.5708,-70.7581,13.78,82,0,0.58,CL,Jun  8 2023
543,brookings,44.3114,-96.7984,22.19,73,0,1.54,US,Jun  8 2023
544,lautoka,-17.6167,177.4667,23.92,78,75,3.6,FJ,Jun  8 2023
545,ivins,37.1686,-113.6794,24.62,22,49,0.45,US,Jun  8 2023
546,tocache,-8.1842,-76.5125,20.67,97,31,0.17,PE,Jun  8 2023
547,nizhniy lomov,53.5304,43.6766,17.64,65,95,3.54,RU,Jun  8 2023
548,palmer,42.1584,-72.3287,13.97,76,40,2.06,US,Jun  8 2023
549,maragogi,-9.0122,-35.2225,24.11,88,34,2.92,BR,Jun  8 2023
550,gaigeturi,33.4644,126.3183,23.03,83,75,5.66,KR,Jun  8 2023
551,hacienda huancane,-15.8222,-70.8856,-0.4,53,0,0.6,PE,Jun  8 2023
552,kurchatov,51.6601,35.6521,16.23,70,100,1.91,RU,Jun  8 2023
553,weno,7.4515,151.8468,30.97,79,75,4.12,FM,Jun  8 2023
554,kyabe,9.4515,18.9449,23.86,74,99,1.2,TD,Jun  8 2023
555,novo horizonte,-21.4681,-49.2208,15.74,68,0,2.9,BR,Jun  8 2023
556,saint-pierre,-21.3393,55.4781,23.82,57,0,2.57,RE,Jun  8 2023
557,grantsville,40.5999,-112.4644,19.38,67,0,3.13,US,Jun  8 2023
558,zouerate,22.7187,-12.4521,25.75,61,97,6.2,MR,Jun  8 2023
559,vanimo,-2.6741,141.3028,28.39,80,56,1.97,PG,Jun  8 2023
560,del rio,29.3627,-100.8968,30.06,56,0,5.36,US,Jun  8 2023
561,xishan,27.6667,113.5,28.59,81,92,1.89,CN,Jun  8 2023
562,talcahuano,-36.7167,-73.1167,12.82,100,100,6.69,CL,Jun  8 2023
563,bredy,52.4153,60.3411,18.0,44,96,3.61,RU,Jun  8 2023
564,barguzin,53.6167,109.6167,21.91,34,1,1.72,RU,Jun  8 2023
565,tefe,-3.3542,-64.7114,23.14,99,90,0.73,BR,Jun  8 2023
566,powell river,49.8496,-124.5361,23.0,53,58,2.5,CA,Jun  8 2023
567,sur,22.5667,59.5289,35.09,46,85,3.16,OM,Jun  8 2023
568,nanchang,28.6833,115.8833,23.31,92,100,0.48,CN,Jun  8 2023
569,guarambare,-25.4833,-57.4667,16.76,80,14,2.83,PY,Jun  8 2023
570,burley,42.5357,-113.7928,17.38,71,100,5.14,US,Jun  8 2023
571,san luis de la loma,17.2706,-100.8939,27.29,72,18,1.16,MX,Jun  8 2023
572,sultanah,24.4926,39.5857,31.25,18,0,2.06,SA,Jun  8 2023
573,swift current,50.2834,-107.8014,17.45,88,0,2.06,CA,Jun  8 2023
574,ambagarh chauki,20.7833,80.7167,41.11,15,45,3.96,IN,Jun  8 2023
575,al hoceima,35.2433,-3.9309,20.57,73,40,2.57,MA,Jun  8 2023
576,sokoni,-6.4333,39.55,23.92,82,73,6.67,TZ,Jun  8 2023
577,bandon,51.7469,-8.7425,13.77,92,98,3.15,IE,Jun  8 2023
578,labytnangi,66.6572,66.4183,9.21,45,78,2.55,RU,Jun  8 2023
579,melekhovo,56.2773,41.2935,13.56,70,3,1.77,RU,Jun  8 2023
580,callao,-12.0667,-77.15,23.18,78,100,3.6,PE,Jun  8 2023
581,dhidhdhoo,6.8833,73.1,28.98,79,100,8.4,MV,Jun  8 2023
582,pathein,16.7833,94.7333,27.3,81,100,4.91,MM,Jun  8 2023
